0,0,0.8144103355749867,0,0.9245786534488643
1,1,0.9100763001728227,1,0.8609891535353585
2,2,0.9106357180426019,2,0.8198216975235619
3,3,0.9795603355749685,3,0.9135683178738956
4,4,0.9269811712364315,5,0.9795603355749685
5,4,0.9269811712364315,5,0.9795603355749685
6,6,0.9448183178738956,6,0.9117151322564341
7,7,0.9005817808044456,7,0.9546665920996411
8,8,0.8968206711499371,8,0.8655706711499371
9,9,0.8728237985055185,9,0.9280706711499371
10,10,0.8823183178738956,10,0.8678159645978543
11,10,0.8823183178738956,10,0.8678159645978543
12,12,0.8268065537040648,12,0.757286700844656
13,12,0.8268065537040648,12,0.757286700844656
14,14,0.8968206711499371,16,0.7028603368596285
15,15,0.8858103355749685,13,0.7737035864501796
16,16,0.8968206711499371,16,0.9135683178738956
17,17,0.9795603355749685,17,0.9795603355749685
18,18,0.9483103355749685,18,0.9483103355749685
19,17,0.9483103355749685,17,0.9483103355749685
20,21,0.9390810067249057,20,0.9014326649281583
21,21,0.9390810067249057,20,0.9014326649281583
22,21,0.9390810067249057,20,0.9014326649281583
23,21,0.9390810067249057,20,0.9014326649281583
24,21,0.9390810067249057,20,0.9014326649281583
25,25,0.9303159645978543,25,0.8996849099735367
26,27,0.9593206711499371,28,0.9280706711499371
27,27,0.9593206711499371,28,0.9280706711499371
28,27,0.9593206711499371,28,0.9280706711499371
29,29,0.9280706711499371,29,0.9135683178738957
30,30,0.8122683829707604,30,0.8609533360780954
31,31,0.8030390541206973,31,0.8609533360780954
32,32,0.7893312570969897,32,0.7893312570969897
33,33,0.8777368002593171,33,0.9650579822989271
34,34,0.9448183178738956,34,0.9483103355749687
35,35,0.8957311712364315,35,0.9483103355749685
36,36,0.9135683178738956,36,0.8475763001728227
37,37,0.8684349099735367,37,0.8990659645978543
38,38,0.8550946180467184,38,0.8499167247675076
39,39,0.9303159645978543,40,0.9593206711499371
40,40,0.9303159645978543,40,0.9280706711499371
41,41,0.7726842824717498,43,0.8364310067249057
42,42,0.7825325566974952,41,0.8016889890238328
43,43,0.8137825566974952,41,0.7600475988245468
44,44,0.9795603355749685,45,0.9593206711499371
45,44,0.9795603355749685,45,0.9593206711499371
46,46,0.9284,46,0.9344269276746096
47,47,0.9593206711499371,47,0.9280706711499371
48,48,0.9998,48,0.96855
49,49,0.9998,48,0.96855
50,50,0.9280706711499371,50,0.7941706711499371
51,51,0.8620786534488643,51,0.7976024519543827
52,52,0.8933286534488643,52,0.7758469713227598
53,18,0.7856000000000001,18,0.7856000000000001
54,52,0.5803,16,0.5803
